"","X1","X2","muhat","Vhat"
"1",0,0,20.7276293872235,87.550560108217
"2",0,0.01,20.4255534708855,99.8804738357077
"3",0,0.02,20.041298783133,74.1627351021324
"4",0,0.03,20.756638378775,95.5098904133067
"5",0,0.04,19.747500249229,98.9337560047295
"6",0,0.05,21.1763643605355,106.780243017873
"7",0,0.06,21.146786346045,108.355071083603
"8",0,0.07,19.796694849505,98.0271867905081
"9",0,0.08,20.5646115465685,127.269662021553
"10",0,0.09,20.078181235479,71.7532945505821
"11",0,0.1,21.0726200800945,106.844327113365
"12",0,0.11,20.900199030377,109.966793105661
"13",0,0.12,20.202745086344,99.3673511713821
"14",0,0.13,20.3557701251425,88.8563924095002
"15",0,0.14,19.9441716839985,79.4731203426357
"16",0,0.15,19.7933418167495,75.6044602971023
"17",0,0.16,19.8797604311085,98.9564704417324
"18",0,0.17,20.193246497528,83.8483282370163
"19",0,0.18,19.546305000703,130.242683238187
"20",0,0.19,19.635348444948,75.5991903399798
"21",0,0.2,20.051843464843,98.2869304326097
"22",0,0.21,19.5102190132605,73.1599473937718
"23",0,0.22,19.544553738967,87.3044750598048
"24",0,0.23,19.8111244360285,103.572058541788
"25",0,0.24,21.298327189595,113.922111018466
"26",0,0.25,21.91081388943,137.08039839008
"27",0,0.26,21.5418644540355,117.56268347114
"28",0,0.27,19.170846088148,66.66835638594
"29",0,0.28,20.957761710252,114.44413030778
"30",0,0.29,20.151889564296,97.0685176996442
"31",0,0.3,20.7383034117915,97.3759801158542
"32",0,0.31,19.928477855042,95.2374989090484
"33",0,0.32,20.4805502771805,95.6297677270979
"34",0,0.33,20.0012980646455,86.8641353021932
"35",0,0.34,20.633611543307,98.8534638538133
"36",0,0.35,19.752397040771,111.814374904235
"37",0,0.36,19.1800133267325,74.8841289240577
"38",0,0.37,20.459513929359,88.7158791262011
"39",0,0.38,19.3762831020035,88.3696714332043
"40",0,0.39,19.564413658245,91.8279359172644
"41",0,0.4,18.4214741969735,66.4934746553544
"42",0,0.41,18.6437423234575,75.6674928474354
"43",0,0.42,20.514696750202,106.916483525414
"44",0,0.43,18.4838397807755,78.4581802233204
"45",0,0.44,19.6923353191,104.737201973613
"46",0,0.45,18.890210080051,77.5295213648112
"47",0,0.46,19.7229277008005,101.103508542408
"48",0,0.47,19.3200810498155,90.5879152196525
"49",0,0.48,18.4540060966475,75.5119687566921
"50",0,0.49,18.3765653865045,74.7974357613094
"51",0,0.5,20.044315206043,109.039507766728
"52",0,0.51,19.462029630529,81.0202039389414
"53",0,0.52,18.768166629431,96.2598839499084
"54",0,0.53,18.495550641604,83.9803187264448
"55",0,0.54,18.6624002406915,64.3952209210989
"56",0,0.55,18.3620809877385,66.1830703709186
"57",0,0.56,19.2145247353855,85.4703258596292
"58",0,0.57,17.7424061847325,57.1641620223672
"59",0,0.58,19.288017649003,94.7861571276819
"60",0,0.59,18.651916108026,73.3883774769488
"61",0,0.6,18.350734419961,70.3583649186042
"62",0,0.61,18.0571725876805,80.194453928399
"63",0,0.62,18.0522226543715,71.779347820277
"64",0,0.63,18.687823370128,76.4519156342586
"65",0,0.64,18.0521445493115,82.4640887658328
"66",0,0.65,17.751132612199,77.6543762686603
"67",0,0.66,17.9636566607405,61.6539968638799
"68",0,0.67,18.0726614714555,76.0528461270367
"69",0,0.68,17.551522559256,65.2986650825329
"70",0,0.69,16.2597408032725,47.9869987037275
"71",0,0.7,16.2866477928815,49.8953151462795
"72",0,0.71,16.8934824279695,80.131949304438
"73",0,0.72,16.904084555276,62.563869961832
"74",0,0.73,16.0484568583775,57.7763354859446
"75",0,0.74,16.976874786961,65.8957143300936
"76",0,0.75,16.4301162105075,51.5258991124111
"77",0,0.76,16.6929234563585,69.6348184109756
"78",0,0.77,15.6309810756685,48.0142319049705
"79",0,0.78,15.612502962332,45.258695234525
"80",0,0.79,15.6673247142245,52.3037203855299
"81",0,0.8,15.4454649897995,57.6837114198998
"82",0,0.81,14.55921155258,40.6138975865809
"83",0,0.82,14.7103100754365,36.6656948328374
"84",0,0.83,14.3473553814605,45.3113845862903
"85",0,0.84,14.4949365642185,49.5411918771327
"86",0,0.85,13.7410120905835,36.1445639692258
"87",0,0.86,12.8729138898155,34.2770627809216
"88",0,0.87,12.7612683528355,25.3647205889607
"89",0,0.88,11.890890702301,22.0444297526947
"90",0,0.89,12.054163574535,24.5135591644537
"91",0,0.9,11.376933334103,24.924219465274
"92",0,0.91,11.0681544086095,17.1051185302869
"93",0,0.92,10.720838070254,19.0838153458403
"94",0,0.93,9.93734760029,19.2388417147999
"95",0,0.94,9.8305684977235,16.8443916478878
"96",0,0.95,8.56964671394,10.9263058528941
"97",0,0.96,8.048300044572,12.2467008867662
"98",0,0.97,7.1008305951935,5.27282517991407
"99",0,0.98,6.0167683732185,3.02452091015144
"100",0,0.99,4.6276860184725,1.46704418395551
"101",0.01,0,20.918688461533,73.9083072510397
"102",0.01,0.01,21.327207692295,135.677998485938
"103",0.01,0.02,20.9579944241,111.785716881458
"104",0.01,0.03,21.600381368228,131.374319365386
"105",0.01,0.04,20.097505788589,111.142532352088
"106",0.01,0.05,21.082130356445,86.9247305734147
"107",0.01,0.06,20.633771566153,111.033299318446
"108",0.01,0.07,20.9183265871365,115.819823388042
"109",0.01,0.08,19.8370515327715,89.6949885758584
"110",0.01,0.09,20.379425599765,98.6637835872767
"111",0.01,0.1,20.4535893220495,93.4195917896301
"112",0.01,0.11,21.1693350069515,124.234507541567
"113",0.01,0.12,20.9160780063565,120.467945712497
"114",0.01,0.13,19.7603120312735,80.8673542890762
"115",0.01,0.14,20.670180743592,99.0338684309779
"116",0.01,0.15,21.333825704489,131.6818276264
"117",0.01,0.16,20.468808625779,97.9633142357167
"118",0.01,0.17,21.7539720460285,121.73982933366
"119",0.01,0.18,20.562281884967,102.355151568558
"120",0.01,0.19,20.8398436040595,100.490964782493
"121",0.01,0.2,20.0225409825555,106.266524257349
"122",0.01,0.21,19.9681978612535,103.741042356531
"123",0.01,0.22,20.4416194471425,96.8940974260508
"124",0.01,0.23,19.0493454734545,78.5145430195251
"125",0.01,0.24,21.33565190081,127.198043487639
"126",0.01,0.25,20.344645489688,104.524807332965
"127",0.01,0.26,20.237820330742,92.3660784992442
